ETFid,Mon_ud,Mon_cprice,Tue_ud,Tue_cprice,Wed_ud,Wed_cprice,Thu_ud,Thu_cprice,Fri_ud,Fri_cprice
600000,-1,10.122897148132324,1,10.221907615661621,1,10.236738204956055,1,10.260321617126465,1,10.291099548339844
600016,1,6.11424446105957,1,6.116114139556885,1,6.124522686004639,1,6.132341384887695,1,6.1385273933410645
