ETFid,Mon_ud,Mon_cprice,Tue_ud,Tue_cprice,Wed_ud,Wed_cprice,Thu_ud,Thu_cprice,Fri_ud,Fri_cprice
600030,-1,18.889503479003906,1,19.303892135620117,-1,19.23674201965332,-1,19.116161346435547,-1,19.038129806518555,-1,18.993619918823242,-1,18.97486114501953,-1,18.964994430541992,-1,18.957853317260742,-1,18.952049255371094
