,date,open,close,high,low,volume,code
0,2015-01-05,14.369,14.473,14.812,14.1,5001871.0,600036
1,2015-01-06,14.23,14.248,14.925,14.135,4268772.0,600036
2,2015-01-07,14.057,14.022,14.369,13.831,2961696.0,600036
3,2015-01-08,14.1,13.51,14.178,13.475,2929211.0,600036
4,2015-01-09,13.502,13.632,14.369,13.328,4613634.0,600036
5,2015-01-12,13.623,13.536,13.797,13.189,2870027.0,600036
6,2015-01-13,13.467,13.389,13.692,13.319,1702516.0,600036
7,2015-01-14,13.51,13.632,13.797,13.449,2271408.0,600036
8,2015-01-15,13.632,14.04,14.048,13.536,2646841.0,600036
9,2015-01-16,14.118,14.092,14.317,13.944,3125507.0,600036
10,2015-01-19,12.686,12.695,13.363,12.686,4990406.0,600036
11,2015-01-20,12.799,12.703,12.998,12.443,3044808.0,600036
12,2015-01-21,12.842,13.276,13.423,12.66,3470440.0,600036
13,2015-01-22,13.276,13.128,13.285,12.981,2156662.0,600036
14,2015-01-23,13.215,13.163,13.449,13.111,2494226.0,600036
15,2015-01-26,13.18,13.042,13.224,12.903,1780964.0,600036
16,2015-01-27,13.059,12.764,13.102,12.538,2569419.0,600036
17,2015-01-28,12.669,12.608,12.877,12.504,1741448.0,600036
18,2015-01-29,12.417,12.469,12.521,12.278,1775306.0,600036
19,2015-01-30,12.521,12.443,12.686,12.321,1818087.0,600036
20,2015-02-02,12.131,12.226,12.408,12.026,1557868.0,600036
21,2015-02-03,12.452,12.642,12.669,12.321,1748843.0,600036
22,2015-02-04,12.669,12.408,12.773,12.391,1296214.0,600036
23,2015-02-05,13.016,12.426,13.059,12.408,3370617.0,600036
24,2015-02-06,12.391,12.365,12.651,12.278,1638355.0,600036
25,2015-02-09,12.365,12.504,12.616,12.148,1719246.0,600036
26,2015-02-10,12.556,12.721,12.799,12.434,1535259.0,600036
27,2015-02-11,12.747,12.703,12.833,12.634,935841.0,600036
28,2015-02-12,12.747,12.642,12.755,12.478,807480.0,600036
29,2015-02-13,12.686,12.695,12.885,12.59,1504714.0,600036
30,2015-02-16,12.495,12.547,12.573,12.408,1333875.0,600036
31,2015-02-17,12.538,12.599,12.677,12.504,923713.0,600036
32,2015-02-25,12.582,12.408,12.616,12.304,1267476.0,600036
33,2015-02-26,12.4,12.729,12.781,12.313,1559566.0,600036
34,2015-02-27,12.755,12.755,13.016,12.712,1456164.0,600036
35,2015-03-02,12.825,12.642,12.868,12.504,2192373.0,600036
36,2015-03-03,12.564,12.295,12.59,12.278,1744176.0,600036
37,2015-03-04,12.434,12.33,12.434,12.235,1259207.0,600036
38,2015-03-05,12.183,12.07,12.243,11.983,1735485.0,600036
39,2015-03-06,12.078,12.191,12.226,12.07,1021773.0,600036
40,2015-03-09,12.2,12.738,12.903,11.974,3161251.0,600036
41,2015-03-10,12.573,12.4,12.66,12.347,1862956.0,600036
42,2015-03-11,12.452,12.538,12.781,12.417,1681848.0,600036
43,2015-03-12,12.799,13.128,13.389,12.66,3830028.0,600036
44,2015-03-13,13.163,13.102,13.493,13.042,2813042.0,600036
45,2015-03-16,13.25,13.328,13.415,13.05,2218602.0,600036
46,2015-03-17,13.371,13.371,13.449,13.233,2394924.0,600036
47,2015-03-18,13.371,13.658,13.684,13.319,2460585.0,600036
48,2015-03-19,13.658,13.606,13.797,13.423,2345900.0,600036
49,2015-03-20,13.597,13.614,13.849,13.302,3149957.0,600036
50,2015-03-23,13.727,13.701,13.788,13.562,2462740.0,600036
51,2015-03-24,13.692,13.502,13.71,13.484,2637191.0,600036
52,2015-03-25,13.38,13.154,13.467,13.068,2167538.0,600036
53,2015-03-26,13.085,13.207,13.38,12.998,1807993.0,600036
54,2015-03-27,13.207,13.241,13.389,13.102,1542870.74,600036
55,2015-03-30,13.38,13.658,13.736,13.276,3044764.0,600036
56,2015-03-31,13.84,13.51,14.239,13.406,4025621.0,600036
57,2015-04-01,13.528,13.649,13.805,13.493,2439661.0,600036
58,2015-04-02,13.797,13.588,13.866,13.406,2389555.0,600036
59,2015-04-13,14.951,14.951,14.951,14.951,553073.0,600036
60,2015-04-14,15.593,15.168,15.593,15.072,6585476.0,600036
61,2015-04-15,15.124,15.506,15.87,15.063,4374860.0,600036
62,2015-04-16,15.506,16.322,16.348,15.41,4049866.0,600036
63,2015-04-17,16.452,15.896,16.877,15.862,5436755.0,600036
64,2015-04-20,16.226,15.454,16.226,15.272,5308511.0,600036
65,2015-04-21,15.584,15.766,15.775,15.463,2635424.0,600036
66,2015-04-22,16.027,15.974,16.053,15.671,3408396.0,600036
67,2015-04-23,16.053,15.766,16.2,15.679,2737717.0,600036
68,2015-04-24,15.515,15.358,15.705,15.107,2917599.0,600036
69,2015-04-27,15.445,16.001,16.139,15.445,4072635.0,600036
70,2015-04-28,15.983,15.931,16.686,15.705,5094257.0,600036
71,2015-04-29,16.139,16.035,16.365,15.974,3738079.0,600036
72,2015-04-30,16.053,15.81,16.313,15.784,2664573.0,600036
73,2015-05-04,15.818,15.758,15.922,15.636,2134037.0,600036
74,2015-05-05,15.662,15.141,15.705,14.933,2683454.0,600036
75,2015-05-06,15.272,15.22,15.619,15.011,2612905.0,600036
76,2015-05-07,15.194,15.35,15.567,15.107,2213697.0,600036
77,2015-05-08,15.428,15.358,15.705,15.098,2186832.0,600036
78,2015-05-11,15.194,15.541,15.575,15.046,2772080.0,600036
79,2015-05-12,15.463,15.419,15.567,15.237,2239252.0,600036
80,2015-05-13,15.506,15.22,15.601,15.124,2262093.0,600036
81,2015-05-14,15.228,15.176,15.445,15.098,1844438.0,600036
