,date,open,close,high,low,volume,code
0,2015-01-05,13.007,13.403,13.502,12.926,1198396.0,600887
1,2015-01-06,13.282,13.457,13.845,13.196,968978.0,600887
2,2015-01-07,13.322,13.048,13.43,12.912,761731.0,600887
3,2015-01-08,13.016,12.899,13.264,12.863,618702.0,600887
4,2015-01-09,12.903,12.678,13.129,12.615,777204.0,600887
5,2015-01-12,12.615,12.687,12.872,12.512,659098.0,600887
6,2015-01-13,12.701,12.773,12.849,12.543,470900.0,600887
7,2015-01-14,12.746,12.399,12.746,12.354,633501.0,600887
8,2015-01-15,12.336,12.516,12.525,12.106,583484.0,600887
9,2015-01-16,12.534,12.629,12.782,12.431,561176.0,600887
10,2015-01-19,12.304,11.89,12.413,11.728,766399.0,600887
11,2015-01-20,11.994,12.201,12.3,11.994,541541.0,600887
12,2015-01-21,12.205,12.525,12.566,12.201,554547.0,600887
13,2015-01-22,12.543,12.507,12.656,12.34,460067.0,600887
14,2015-01-23,12.507,12.458,12.687,12.386,506868.0,600887
15,2015-01-26,12.435,12.858,12.917,12.386,635328.0,600887
16,2015-01-27,12.881,12.696,12.948,12.431,544257.0,600887
17,2015-01-28,12.602,12.498,12.723,12.467,353151.0,600887
18,2015-01-29,12.363,12.3,12.413,12.138,430635.0,600887
19,2015-01-30,12.386,12.295,12.503,12.192,363521.0,600887
20,2015-02-02,12.165,12.052,12.277,12.034,340692.0,600887
21,2015-02-03,12.214,12.25,12.277,12.093,359509.0,600887
22,2015-02-04,12.295,12.3,12.606,12.277,451095.0,600887
23,2015-02-05,12.426,12.165,12.53,12.16,488500.0,600887
24,2015-02-06,12.115,12.052,12.322,11.962,335644.0,600887
25,2015-02-09,12.066,12.381,12.431,12.052,528716.0,600887
26,2015-02-10,12.39,12.444,12.543,12.386,373456.0,600887
27,2015-02-11,12.476,12.381,12.53,12.318,358511.0,600887
28,2015-02-12,12.399,12.687,12.723,12.367,482729.0,600887
29,2015-02-13,12.732,12.782,13.052,12.692,676354.0,600887
30,2015-02-16,12.84,12.768,12.899,12.633,359747.0,600887
31,2015-02-17,12.831,12.737,12.858,12.705,287553.0,600887
32,2015-02-25,12.737,12.611,12.777,12.525,343511.0,600887
33,2015-02-26,12.593,12.849,12.926,12.566,428696.0,600887
34,2015-02-27,12.836,12.719,12.917,12.687,343063.0,600887
35,2015-03-02,12.705,12.611,12.741,12.53,557288.0,600887
36,2015-03-03,12.606,12.413,12.606,12.39,550864.0,600887
37,2015-03-04,12.467,12.512,12.602,12.404,423622.0,600887
38,2015-03-05,12.467,12.264,12.503,12.16,534690.0,600887
39,2015-03-06,12.336,12.268,12.381,12.228,277801.0,600887
40,2015-03-09,12.16,12.358,12.39,12.048,374522.0,600887
41,2015-03-10,12.318,12.268,12.349,12.205,357011.0,600887
42,2015-03-11,12.273,12.241,12.444,12.16,419276.0,600887
43,2015-03-12,12.241,12.386,12.431,12.165,463598.0,600887
44,2015-03-13,12.386,12.367,12.48,12.331,390797.0,600887
45,2015-03-16,12.467,12.656,12.705,12.372,671413.0,600887
46,2015-03-17,12.665,12.786,12.836,12.615,813386.0,600887
47,2015-03-18,12.881,12.98,13.007,12.728,875266.0,600887
48,2015-03-19,12.926,12.863,12.926,12.737,811375.0,600887
49,2015-03-20,12.84,13.264,13.448,12.818,1454843.0,600887
50,2015-03-23,13.354,13.768,13.786,13.354,1145467.0,600887
51,2015-03-24,13.782,13.493,13.818,13.264,885113.0,600887
52,2015-03-25,13.525,13.687,13.899,13.421,781228.0,600887
53,2015-03-26,13.678,14.156,14.318,13.584,783225.0,600887
54,2015-03-27,14.07,14.007,14.502,13.908,675255.79,600887
55,2015-03-30,14.228,14.124,14.277,13.872,670592.0,600887
56,2015-03-31,14.128,13.894,14.309,13.872,704908.0,600887
57,2015-04-01,13.894,14.16,14.304,13.8,626500.0,600887
58,2015-04-02,14.318,14.133,14.592,13.957,605233.0,600887
59,2015-04-03,14.043,14.119,14.277,13.966,434093.0,600887
60,2015-04-07,14.196,14.633,14.651,14.133,752307.0,600887
61,2015-04-08,14.673,14.795,14.957,14.462,744249.0,600887
62,2015-04-09,14.637,14.489,14.903,14.232,641050.0,600887
63,2015-04-10,14.484,15.011,15.065,14.412,570231.0,600887
64,2015-04-13,15.137,15.142,15.313,15.043,512412.0,600887
65,2015-04-14,15.182,15.232,15.7,15.146,583798.0,600887
66,2015-04-15,15.092,14.885,15.583,14.876,490200.0,600887
67,2015-04-16,14.863,15.993,16.164,14.8,747058.0,600887
68,2015-04-17,15.998,15.939,16.286,15.709,695750.0,600887
69,2015-04-20,16.061,16.137,16.943,15.989,996947.0,600887
70,2015-04-21,16.461,17.169,17.326,16.169,817799.0,600887
71,2015-04-22,17.25,17.205,17.61,16.858,674492.0,600887
72,2015-04-23,17.25,17.133,17.43,16.889,629443.0,600887
73,2015-04-24,16.876,17.34,17.398,16.777,630274.0,600887
74,2015-04-27,17.79,17.425,18.006,17.335,1041633.0,600887
75,2015-04-28,17.457,16.583,17.565,16.268,1131926.0,600887
76,2015-04-29,16.583,16.583,16.799,16.484,540540.0,600887
77,2015-04-30,16.664,16.421,16.754,16.416,527024.0,600887
78,2015-05-04,16.394,16.61,16.624,16.07,544208.0,600887
79,2015-05-05,16.506,16.07,16.506,16.038,480992.0,600887
80,2015-05-06,16.178,16.191,16.552,16.034,504767.0,600887
81,2015-05-07,16.218,16.331,16.529,16.218,422398.0,600887
82,2015-05-08,16.367,16.506,16.574,16.214,472721.0,600887
83,2015-05-11,16.61,16.588,16.651,16.151,713882.0,600887
84,2015-05-12,16.57,16.47,16.574,16.308,611158.0,600887
85,2015-05-13,16.47,16.79,17.191,16.398,814755.0,600887
86,2015-05-14,16.664,16.579,16.966,16.443,504179.0,600887
87,2015-05-15,16.556,16.097,16.556,16.034,541357.0,600887
88,2015-05-18,15.989,15.786,16.034,15.664,506617.0,600887
89,2015-05-19,15.727,16.2,16.344,15.727,499596.0,600887
90,2015-05-20,16.43,16.506,16.786,16.259,712539.0,600887
91,2015-05-21,16.651,17.074,17.101,16.574,666565.0,600887
92,2015-05-22,17.565,17.876,17.889,17.412,799482.0,600887
93,2015-05-25,18.074,19.664,19.664,18.074,935176.0,600887
94,2015-05-26,19.637,19.889,20.245,19.47,954358.0,600887
95,2015-05-27,19.907,19.628,20.042,19.231,1030285.0,600887
96,2015-05-28,19.812,19.372,21.106,19.271,1643742.0,600887
97,2015-05-29,18.536,18.491,18.959,17.527,2050252.0,600887
98,2015-06-01,18.491,19.06,19.142,17.894,1679292.0,600887
99,2015-06-02,19.041,19.252,19.592,18.702,1575498.0,600887
100,2015-06-03,18.995,18.536,19.179,18.353,1556081.0,600887
101,2015-06-04,18.527,18.335,18.527,16.958,1720662.0,600887
102,2015-06-05,18.564,18.371,18.803,17.894,1628134.0,600887
103,2015-06-08,18.83,18.775,18.959,18.307,2181703.0,600887
104,2015-06-09,18.775,19.904,20.326,18.702,2803973.0,600887
105,2015-06-10,19.592,19.546,19.821,19.188,2081042.0,600887
106,2015-06-11,19.546,19.491,19.821,19.188,1525777.0,600887
107,2015-06-12,19.913,19.482,20.069,19.381,1718194.0,600887
108,2015-06-15,19.5,18.656,19.729,18.5,1886254.0,600887
109,2015-06-16,18.536,18.647,19.014,18.27,1454968.0,600887
110,2015-06-17,18.647,18.408,18.683,17.802,1546419.0,600887
111,2015-06-18,18.169,17.481,18.325,17.435,1416568.0,600887
112,2015-06-19,17.261,16.408,17.435,16.38,1465844.0,600887
113,2015-06-23,16.472,17.582,17.646,16.16,1594072.0,600887
114,2015-06-24,17.692,18.087,18.601,17.252,1758607.0,600887
115,2015-06-25,18.096,17.197,18.169,16.976,1330933.0,600887
116,2015-06-26,16.793,16.169,17.711,15.618,2035388.0,600887
117,2015-06-29,16.573,15.958,16.784,14.719,2355358.0,600887
118,2015-06-30,15.958,17.344,17.399,15.793,2025794.0,600887
119,2015-07-01,16.976,16.518,17.573,16.334,1720097.0,600887
120,2015-07-02,16.729,16.242,16.986,15.692,1540881.0,600887
121,2015-07-03,16.701,15.655,16.701,14.967,1704803.0,600887
122,2015-07-06,17.215,16.683,17.215,15.664,2794546.0,600887
123,2015-07-07,16.316,16.068,16.72,15.435,2283912.0,600887
124,2015-07-08,14.728,15.123,16.297,14.462,4162636.0,600887
125,2015-07-09,15.325,16.637,16.637,14.728,2595041.0,600887
126,2015-07-10,17.16,18.28,18.289,16.664,3088532.0,600887
127,2015-07-13,18.169,18.087,18.858,17.536,3931265.0,600887
128,2015-07-14,17.802,17.013,17.802,16.976,2466845.0,600887
129,2015-07-15,16.747,17.233,17.518,16.16,1740810.0,600887
130,2015-07-16,17.233,16.967,17.435,16.518,1149500.0,600887
131,2015-07-17,17.16,17.426,17.692,16.967,1610811.0,600887
132,2015-07-20,17.252,17.16,17.518,17.068,1280101.0,600887
133,2015-07-21,17.142,16.912,17.142,16.793,1173685.0,600887
134,2015-07-22,16.848,17.068,17.233,16.848,1054779.0,600887
135,2015-07-23,17.068,17.096,17.233,16.72,1607835.0,600887
136,2015-07-24,17.233,17.178,17.821,17.041,1776678.0,600887
137,2015-07-27,16.976,15.527,17.169,15.462,1629360.0,600887
138,2015-07-28,15.215,15.637,15.839,14.692,1642075.0,600887
139,2015-07-29,15.692,15.985,16.013,15.453,1091660.0,600887
140,2015-07-30,15.94,15.517,15.94,15.462,908563.0,600887
141,2015-07-31,15.416,15.839,15.866,15.233,920608.0,600887
142,2015-08-03,15.609,16.288,16.38,15.572,1271919.0,600887
143,2015-08-04,16.334,16.508,16.536,16.059,760028.0,600887
144,2015-08-05,16.49,16.031,16.49,15.976,630328.0,600887
145,2015-08-06,15.829,15.848,16.05,15.655,391070.0,600887
146,2015-08-07,15.967,16.068,16.187,15.894,469600.0,600887
147,2015-08-10,16.16,16.655,16.83,16.004,1012153.0,600887
148,2015-08-11,16.609,16.435,16.747,16.38,735693.0,600887
149,2015-08-12,16.252,16.178,16.609,16.16,599239.0,600887
150,2015-08-13,16.499,16.252,16.499,15.93,539441.0,600887
151,2015-08-14,16.334,16.307,16.472,16.178,665511.0,600887
152,2015-08-17,16.38,16.931,17.004,16.288,1281684.0,600887
153,2015-08-18,16.885,15.637,16.885,15.306,1457269.0,600887
154,2015-08-19,15.416,15.912,16.04,15.196,1001330.0,600887
155,2015-08-20,15.646,15.453,15.802,15.416,691113.0,600887
156,2015-08-21,15.38,14.866,15.407,14.728,822484.0,600887
157,2015-08-24,14.407,13.379,14.499,13.379,1610106.0,600887
158,2015-08-25,12.654,12.599,13.746,12.214,1585741.0,600887
159,2015-08-26,12.847,13.361,13.581,12.664,1464935.0,600887
160,2015-08-27,13.728,14.435,14.591,13.398,1199372.0,600887
161,2015-08-28,14.453,14.618,14.948,13.967,1410318.0,600887
162,2015-08-31,14.297,14.783,14.848,13.957,1089613.0,600887
163,2015-09-01,14.453,14.857,14.866,14.049,1321154.0,600887
164,2015-09-02,14.324,14.682,14.866,14.324,1693418.0,600887
165,2015-09-07,14.499,13.866,15.095,13.774,972000.0,600887
166,2015-09-08,13.765,14.15,14.224,13.508,570825.0,600887
167,2015-09-09,14.159,14.324,14.581,14.15,659956.0,600887
168,2015-09-10,14.178,14.49,14.655,14.132,655295.0,600887
169,2015-09-11,14.682,14.407,14.756,14.315,390255.0,600887
170,2015-09-14,14.407,14.334,14.618,13.765,953711.0,600887
171,2015-09-15,14.168,14.077,14.168,13.811,445309.0,600887
172,2015-09-16,14.022,14.737,15.123,13.948,562315.0,600887
173,2015-09-17,14.728,14.26,14.737,14.233,493142.0,600887
174,2015-09-18,14.407,14.453,14.646,14.343,298962.0,600887
175,2015-09-21,14.407,14.664,14.71,14.279,453881.0,600887
176,2015-09-22,14.71,14.618,14.774,14.499,371422.0,600887
177,2015-09-23,14.48,14.398,14.618,14.361,282426.0,600887
178,2015-09-24,14.435,14.435,14.508,14.315,285894.0,600887
179,2015-09-25,14.48,14.132,14.48,14.095,352614.0,600887
180,2015-09-28,14.04,14.15,14.233,13.884,248513.0,600887
181,2015-09-29,13.948,14.012,14.389,13.875,285475.0,600887
182,2015-09-30,14.141,14.113,14.205,13.976,212906.0,600887
183,2015-10-08,14.627,14.554,14.646,14.407,541336.0,600887
184,2015-10-09,14.499,14.554,14.636,14.471,294116.0,600887
185,2015-10-12,14.563,14.829,15.233,14.563,1268590.0,600887
186,2015-10-13,14.82,14.948,15.178,14.701,511232.0,600887
187,2015-10-14,14.93,14.673,15.04,14.655,454156.0,600887
188,2015-10-15,14.618,14.838,14.857,14.572,499096.0,600887
189,2015-10-16,14.93,14.93,15.004,14.783,705758.0,600887
190,2015-10-19,14.958,15.123,15.141,14.866,827779.0,600887
191,2015-10-20,15.049,14.783,15.049,14.6,1542863.0,600887
192,2015-10-21,14.792,14.159,14.792,14.132,1195051.0,600887
193,2015-10-22,14.187,14.242,14.315,14.012,977889.0,600887
194,2015-10-23,14.288,14.38,14.453,14.159,1035138.0,600887
195,2015-10-26,14.554,14.471,14.581,14.343,927467.0,600887
196,2015-10-27,14.471,14.343,14.471,14.132,687398.0,600887
197,2015-10-28,14.26,14.077,14.269,14.022,696485.0,600887
198,2015-10-29,14.123,14.279,14.37,14.049,649058.0,600887
199,2015-10-30,14.875,14.618,15.049,14.554,2600457.0,600887
200,2015-11-02,14.068,14.04,14.297,13.783,1463104.0,600887
201,2015-11-03,14.022,13.921,14.068,13.765,1026119.0,600887
202,2015-11-04,13.985,14.361,14.407,13.948,1280944.0,600887
203,2015-11-05,14.398,14.609,14.893,14.343,1775125.0,600887
204,2015-11-06,14.572,14.692,14.765,14.517,1175651.0,600887
205,2015-11-09,14.682,14.866,15.086,14.591,1531940.0,600887
206,2015-11-10,14.765,14.664,14.82,14.563,1111529.0,600887
207,2015-11-11,14.627,14.581,14.728,14.48,878373.0,600887
208,2015-11-12,14.545,14.701,14.765,14.545,803190.0,600887
209,2015-11-13,14.636,14.324,14.646,14.297,721536.0,600887
210,2015-11-16,14.123,14.334,14.352,14.086,514264.0,600887
211,2015-11-17,14.37,14.425,14.673,14.352,740814.0,600887
212,2015-11-18,14.416,14.251,14.444,14.233,421254.0,600887
213,2015-11-19,14.269,14.324,14.334,14.196,356362.0,600887
214,2015-11-20,14.324,14.315,14.361,14.242,619313.0,600887
215,2015-11-23,14.315,14.205,14.315,14.187,479578.0,600887
216,2015-11-24,14.205,14.159,14.205,14.022,500271.0,600887
217,2015-11-25,14.113,14.141,14.168,14.04,503802.0,600887
218,2015-11-26,14.178,14.205,14.297,14.141,530056.0,600887
219,2015-11-27,14.214,13.691,14.224,13.627,760444.0,600887
220,2015-11-30,13.691,13.535,13.82,13.214,612768.0,600887
221,2015-12-01,13.535,13.59,13.655,13.407,364856.0,600887
222,2015-12-02,13.59,14.123,14.279,13.535,864352.0,600887
223,2015-12-03,14.04,14.077,14.242,13.957,627235.0,600887
224,2015-12-04,14.003,13.838,14.086,13.765,580333.0,600887
225,2015-12-07,13.902,13.902,13.948,13.801,307289.0,600887
